icpsr_study_number,n_articles,max_detection_score,mean_detection_score,title,doi,snippet
4716,2,49.0,49.0,"Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2005",https://doi.org/10.3886/icpsr04716.v2,"Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2005
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2005 (ICPSR 4716)
Version Date:
Sep 28, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
4720,2,47.0,47.0,"National Incident-Based Reporting System, 2005",https://doi.org/10.3886/icpsr04720,"National Incident-Based Reporting System, 2005
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Incident-Based Reporting System, 2005 (ICPSR 4720)
Version Date:
Jun 8, 2007
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
5201,2,50.0,50.0,"Middle East Event/Interaction Data, 1949-1969",https://doi.org/10.3886/icpsr05201.v1,"Middle East Event/Interaction Data, 1949-1969
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Middle East Event/Interaction Data, 1949-1969 (ICPSR 5201)
Version Date:
Feb 16, 1992
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Blechman, Barry."
6008,2,53.0,53.0,"Spouse Abuse Replication Project in Metro-Dade County, Florida, 1987-1989",https://doi.org/10.3886/icpsr06008.v1,"Spouse Abuse Replication Project in Metro-Dade County, Florida, 1987-1989
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Spouse Abuse Replication Project in Metro-Dade County, Florida, 1987-1989 (ICPSR 6008)
Version Date:
Mar 30, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Pate, Antony, Hamilton, Edwin E., and Annan, Sampson O."
6063,2,47.0,47.0,"National Crime Surveys Longitudinal File, 1988-1989: [Selected Variables]",https://doi.org/10.3886/icpsr06063,"National Crime Surveys Longitudinal File, 1988-1989:  [Selected Variables]
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Crime Surveys Longitudinal File, 1988-1989:  [Selected Variables] (ICPSR 6063)
Version Date:
Mar 30, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Lohr, Sharon L., and Conaway, Mark R."
6114,2,50.0,50.0,"Charlotte [North Carolina] Spouse Assault Replication Project, 1987-1989",https://doi.org/10.3886/icpsr06114.v2,"Charlotte [North Carolina] Spouse Assault Replication Project, 1987-1989
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Charlotte [North Carolina] Spouse Assault Replication Project, 1987-1989 (ICPSR 6114)
Version Date:
Jul 13, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Hirschel, J."
6124,2,50.0,50.0,Survey of Income and Program Participation (SIPP) 1990 Panel: Waves 1-5 Longitudinal Microdata File,https://doi.org/10.3886/icpsr06124.v2,"Survey of Income and Program Participation (SIPP) 1990 Panel: Waves 1-5 Longitudinal Microdata File
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Survey of Income and Program Participation (SIPP) 1990 Panel: Waves 1-5 Longitudinal Microdata File (ICPSR 6124)
Version Date:
May 18, 2001
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States."
6172,2,50.0,50.0,"Reexamining the Minneapolis Repeat Complaint Address Policing (RECAP) Experiment, 1986-1987",https://doi.org/10.3886/icpsr06172,"Reexamining the Minneapolis Repeat Complaint Address Policing (RECAP) Experiment, 1986-1987
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Reexamining the Minneapolis Repeat Complaint Address Policing (RECAP) Experiment, 1986-1987 (ICPSR 6172)
Version Date:
Jan 12, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Buerger, Michael E."
6173,2,47.0,47.0,"Washington Post Capitol Hill Women in the Workplace Poll, January 1993",https://doi.org/10.3886/icpsr06173,"Washington Post Capitol Hill Women in the Workplace Poll, January 1993
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Washington Post Capitol Hill Women in the Workplace Poll, January 1993 (ICPSR 6173)
Version Date:
Apr 1, 1994
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
The Washington Post."
6174,2,47.0,47.0,"Washington Post Capitol Hill Men in the Workplace Poll, January 1993",https://doi.org/10.3886/icpsr06174.v1,"Washington Post Capitol Hill Men in the Workplace Poll, January 1993
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Washington Post Capitol Hill Men in the Workplace Poll, January 1993 (ICPSR 6174)
Version Date:
Apr 1, 1994
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
The Washington Post."
6237,2,57.0,57.0,"National Assessment Survey of Law Enforcement Anti-Gang Information Resources, 1990-1991",https://doi.org/10.3886/icpsr06237.v1,"National Assessment Survey of Law Enforcement Anti-Gang Information Resources, 1990-1991
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Assessment Survey of Law Enforcement Anti-Gang Information Resources, 1990-1991 (ICPSR 6237)
Version Date:
Nov 4, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Curry, G."
6253,2,48.0,48.0,Survey of Income and Program Participation (SIPP) 1990 Full Panel Research File [Waves 1-8 Longitudinal Microdata File],https://doi.org/10.3886/icpsr06253,"Survey of Income and Program Participation (SIPP) 1990 Full Panel Research File [Waves 1-8 Longitudinal Microdata File]
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Survey of Income and Program Participation (SIPP) 1990 Full Panel Research File [Waves 1-8 Longitudinal Microdata File] (ICPSR 6253)
Version Date:
May 9, 2001
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States."
6270,2,51.0,51.0,"Schools and Staffing Survey, 1987-1988 [United States]: Teacher Follow-up Survey, 1988-1989",https://doi.org/10.3886/icpsr06270.v1,"Schools and Staffing Survey, 1987-1988 [United States]: Teacher Follow-up Survey, 1988-1989
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Schools and Staffing Survey, 1987-1988 [United States]: Teacher Follow-up Survey, 1988-1989 (ICPSR 6270)
Version Date:
Oct 19, 1994
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Education."
6273,2,54.0,54.0,"National Prosecutors Survey, 1992",https://doi.org/10.3886/icpsr06273,"National Prosecutors Survey, 1992
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Prosecutors Survey, 1992 (ICPSR 6273)
Version Date:
Nov 4, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
6317,2,50.0,50.0,"Schools and Staffing Survey, 1990-1991 [United States]: Teacher Followup Survey, 1991-1992",https://doi.org/10.3886/icpsr06317.v1,"Schools and Staffing Survey, 1990-1991 [United States]:  Teacher Followup Survey, 1991-1992
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Schools and Staffing Survey, 1990-1991 [United States]:  Teacher Followup Survey, 1991-1992 (ICPSR 6317)
Version Date:
Mar 16, 1995
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Education."
6326,2,47.0,47.0,"WCBS-TV News/New York Times New Jersey Poll #2, October 1993",https://doi.org/10.3886/icpsr06326,"WCBS-TV News/New York Times New Jersey Poll #2, October 1993
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
WCBS-TV News/New York Times New Jersey Poll #2, October 1993 (ICPSR 6326)
Version Date:
Mar 27, 1995
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
WCBS-TV News, and The New York Times."
6401,2,51.0,51.0,"National Maternal and Infant Health Survey, 1988: Longitudinal Follow-up, 1991",https://doi.org/10.3886/icpsr06401.v1,"National Maternal and Infant Health Survey, 1988: Longitudinal Follow-up, 1991
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
National Maternal and Infant Health Survey, 1988: Longitudinal Follow-up, 1991 (ICPSR 6401)
Version Date:
Mar 16, 1995
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Health and Human Services."
6435,2,56.0,56.0,"National Nursing Home Survey Follow-up: Mortality Data, 1984-1990",https://doi.org/10.3886/icpsr06435.v1,"National Nursing Home Survey Follow-up:  Mortality Data, 1984-1990
Skip to Main Content
Search
Site Content
Data
Home
Search Data
Search Holdings
Data
Series
SDA (Online Analysis)
Publications
Restricted Data
Deposit Data
Deposit
Depositor Checklist
Acquisitions Policy
Share Using NACDA-OAR
About
Overview
Newsletters and Announcements
Podcasts and Webinars
Help
More Data Resources
Longitudinal Data Resources
NACDA Colectica Portal
Accessing Restricted Data
NSHAP
MIDUS
NHATS and HRS
National Nursing Home Survey Follow-up:  Mortality Data, 1984-1990 (ICPSR 6435)
Version Date:
Jan 16, 1996
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Health and Human Services."
6448,2,55.0,55.0,"National Education Longitudinal Study, 1988: Second Follow-Up (1992)",https://doi.org/10.3886/icpsr06448.v1,"National Education Longitudinal Study, 1988:  Second Follow-Up (1992)
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
National Education Longitudinal Study, 1988:  Second Follow-Up (1992) (ICPSR 6448)
Version Date:
Mar 16, 1995
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Education."
6457,2,49.0,49.0,"New [Social Security] Beneficiary Followup, 1991: [United States]",https://doi.org/10.3886/icpsr06457.v1,"New [Social Security] Beneficiary Followup, 1991:  [United States]
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
New [Social Security] Beneficiary Followup, 1991:  [United States] (ICPSR 6457)
Version Date:
Jan 18, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Health and Human Services."
6507,1,56.0,56.0,ANES 1994 Time Series Study,https://doi.org/10.3886/icpsr06507,"ANES 1994 Time Series Study
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
ANES 1994 Time Series Study (ICPSR 6507)
Version Date:
Sep 16, 2016
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Rosenstone, Steven J., Kinder, Donald R., Miller, Warren E., and University of Michigan."
6540,2,55.0,55.0,"White-Collar Criminal Careers, 1976-1978: Federal Judicial Districts",https://doi.org/10.3886/icpsr06540.v1,"White-Collar Criminal Careers, 1976-1978:  Federal Judicial Districts
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
White-Collar Criminal Careers, 1976-1978:  Federal Judicial Districts (ICPSR 6540)
Version Date:
Mar 30, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Weisburd, David, Waring, Elin, and Chayet, Ellen."
6557,2,49.0,49.0,"Expanded United States Supreme Court Judicial Database, 1946-1968 Terms",https://doi.org/10.3886/icpsr06557,"Expanded United States Supreme Court Judicial Database, 1946-1968 Terms
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Expanded United States Supreme Court Judicial Database, 1946-1968 Terms       (ICPSR 6557)
Version Date:
Nov 4, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Spaeth, Harold J."
6558,2,53.0,53.0,"Adjusting the National Crime Victimization Survey's Estimates of Rape and Domestic Violence for Gag Factors, 1986-1990",https://doi.org/10.3886/icpsr06558.v1,"Adjusting the National Crime Victimization Survey's Estimates of Rape and Domestic Violence for Gag Factors, 1986-1990
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Adjusting the National Crime Victimization Survey's Estimates of Rape and Domestic Violence for Gag Factors, 1986-1990 (ICPSR 6558)
Version Date:
Oct 1, 1996
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Coker, Ann L., and Stasny, Elizabeth A."
6565,2,54.0,54.0,"Extended National Assessment Survey of Law Enforcement Anti-Gang Information Resources, 1993-1994",https://doi.org/10.3886/icpsr06565.v1,"Extended National Assessment Survey of Law Enforcement Anti-Gang Information Resources, 1993-1994
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Extended National Assessment Survey of Law Enforcement Anti-Gang Information Resources, 1993-1994 (ICPSR 6565)
Version Date:
Nov 4, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Curry, G."
6572,2,51.0,51.0,"SETUPS: American Voting Behavior in Presidential Elections, 1972-1992",https://doi.org/10.3886/icpsr06572,"SETUPS: American Voting Behavior in Presidential Elections, 1972-1992
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
SETUPS: American Voting Behavior in Presidential Elections, 1972-1992 (ICPSR 6572)
Version Date:
Dec 20, 1995
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Prysby, Charles, and Scavo, Carmine."
